,aesthetic,readability,contrast
3794,3.3,3.3,3.7
3795,3.7,4.0,4.3
3796,3.0,3.0,3.3
3797,3.3,3.0,3.0
3798,3.7,3.0,4.7
3799,5.0,4.3,4.0
3800,4.0,4.3,4.0
3801,2.0,3.0,3.0
3802,3.7,4.0,4.0
3803,2.0,3.0,3.0
3804,4.0,4.3,3.0
3805,3.7,3.0,2.7
3806,3.3,4.0,4.0
3807,2.0,3.0,3.0
3808,4.0,2.0,3.0
3809,4.0,3.0,4.0
3810,4.0,4.0,3.3
3811,3.7,3.7,4.0
3812,4.0,5.0,4.7
3813,3.7,2.3,2.3
3814,2.0,4.0,3.0
3815,4.0,3.0,5.0
3816,3.7,4.0,4.0
3817,4.0,3.0,3.7
3818,5.0,5.0,4.7
3819,2.0,3.3,3.7
3820,4.0,2.7,3.0
3821,4.0,3.0,3.3
3822,2.3,3.0,3.0
3823,4.0,4.7,4.0
3824,4.0,5.0,4.0
3825,3.0,3.0,3.3
3826,4.0,4.3,4.3
3827,2.7,3.0,3.0
3828,3.7,4.0,4.0
3829,3.3,4.0,3.7
3830,3.7,4.0,4.7
3831,3.7,4.0,3.7
3832,3.7,4.0,4.0
3833,3.0,3.0,4.0
3834,3.0,3.7,3.0
3835,4.0,4.0,4.7
3836,3.0,4.0,4.7
3837,4.0,3.0,3.0
3838,4.3,5.0,4.3
3839,2.0,3.0,3.0
3840,3.0,3.3,3.7
3841,3.3,3.0,3.7
3842,4.0,4.3,4.3
3843,3.7,3.3,4.7
3844,3.0,3.0,4.3
3845,3.0,3.7,4.0
3846,4.0,4.0,3.7
3847,4.0,4.0,4.0
3848,3.0,3.0,3.7
3849,4.0,5.0,4.0
3850,4.7,4.7,4.0
3851,3.0,2.3,3.0
3852,4.0,4.0,3.3
3853,3.7,3.3,4.0
3854,4.0,3.3,4.0
3855,5.0,5.0,5.0
3856,3.0,3.0,3.0
3857,4.0,4.0,3.7
3858,4.3,4.7,4.0
3859,3.0,4.3,3.7
3860,3.0,4.0,4.0
3861,3.7,3.0,3.7
3862,4.0,4.3,4.0
3863,3.7,4.3,5.0
3864,4.0,2.3,2.7
3865,3.0,3.0,3.7
3866,3.0,3.0,3.3
3867,3.0,2.7,3.0
3868,3.0,4.0,3.7
3869,3.7,3.0,4.3
3870,5.0,5.0,4.7
3871,3.0,4.0,4.0
3872,3.0,3.0,3.7
3873,3.0,3.7,3.7
3874,3.0,3.3,3.0
3875,4.0,4.0,4.0
3876,3.0,4.0,4.3
3877,4.0,4.0,4.3
3878,4.0,3.7,4.0
3879,3.7,3.7,3.3
3880,4.0,4.7,4.7
3881,3.7,3.3,3.7
3882,3.0,4.0,3.7
3883,4.0,4.3,5.0
3884,4.0,5.0,5.0
3885,4.7,4.3,4.3
3886,3.0,3.0,4.0
3887,3.0,3.7,5.0
3888,3.7,3.0,3.0
3889,3.0,5.0,5.0
3890,5.0,5.0,4.0
3891,3.0,5.0,5.0
3892,4.0,4.3,4.7
3893,3.0,3.0,3.3
3894,3.0,3.0,2.7
3895,3.0,3.0,4.0
3896,3.0,3.0,3.0
3897,4.7,4.7,4.0
3898,4.0,5.0,5.0
3899,4.0,3.0,3.0
3900,4.0,4.3,4.3
3901,5.0,5.0,4.0
3902,3.0,4.0,3.7
3903,3.7,5.0,4.7
3904,5.0,5.0,5.0
3905,3.0,5.0,4.0
3906,3.7,3.0,3.3
3907,4.0,5.0,4.7
3908,4.0,5.0,4.3
3909,4.0,4.0,5.0
3910,3.3,4.0,4.0
3911,4.7,4.7,5.0
3912,4.7,4.3,3.0
3913,4.7,4.7,4.3
3914,3.0,5.0,4.0
3915,3.0,5.0,3.7
3916,3.0,5.0,5.0
3917,4.0,5.0,5.0
3918,4.0,4.0,4.7
3919,4.7,5.0,5.0
3920,4.0,5.0,4.0
3921,4.0,4.3,5.0
3922,4.0,5.0,4.3
3923,4.0,4.3,4.0
3924,4.0,4.7,4.0
3925,3.7,4.0,4.0
3926,4.7,5.0,4.3
3927,2.0,3.0,3.0
3928,4.0,4.0,4.0
3929,3.7,4.0,4.7
3930,2.0,3.0,3.7
3931,3.0,3.0,3.7
3932,3.3,3.0,3.7
3933,3.7,5.0,4.0
3934,4.0,5.0,4.7
3935,4.0,5.0,4.0
3936,4.0,3.0,3.0
3937,4.0,3.3,2.3
3938,4.0,4.3,4.0
3939,4.0,4.7,4.3
3940,2.0,4.0,3.7
3941,3.7,4.0,4.0
3942,3.0,3.0,3.0
3943,4.3,4.0,3.0
3944,3.0,4.0,4.0
3945,3.0,3.0,3.0
3946,4.0,3.3,3.0
3947,2.3,3.0,3.0
3948,4.0,3.0,3.7
3949,4.0,5.0,4.0
3950,4.0,4.0,3.3
3951,4.0,4.3,4.0
3952,2.0,3.7,3.3
3953,2.7,2.0,2.7
3954,4.3,5.0,4.0
3955,4.0,5.0,4.7
3956,3.0,3.7,3.0
3957,4.0,3.0,4.0
3958,4.0,5.0,4.7
3959,4.0,4.7,4.7
3960,4.7,4.0,4.0
3961,4.0,4.0,5.0
3962,3.3,3.7,3.7
3963,3.3,3.0,3.7
3964,4.0,5.0,4.3
3965,4.3,5.0,4.7
3966,3.7,4.0,4.7
3967,3.7,3.0,3.3
3968,4.0,4.0,5.0
3969,3.7,4.0,4.0
3970,3.0,3.0,3.7
3971,4.3,2.0,3.7
3972,3.0,4.0,3.3
3973,4.0,5.0,5.0
3974,3.7,4.7,4.3
3975,3.0,4.3,3.7
3976,3.7,5.0,4.7
3977,4.0,4.3,3.3
3978,4.0,3.7,4.0
3979,3.3,4.0,4.0
3980,3.0,4.0,4.0
3981,4.0,4.0,4.7
3982,3.0,4.7,4.7
3983,4.0,4.0,5.0
3984,4.0,3.0,3.0
3985,4.0,4.0,3.7
3986,4.3,5.0,4.7
3987,3.7,3.0,3.0
3988,3.0,4.0,3.0
3989,4.0,4.0,4.0
3990,3.7,3.0,4.3
3991,4.0,5.0,5.0
3992,3.3,4.0,4.7
3993,3.0,3.3,3.3
3994,4.0,5.0,4.0
3995,3.0,4.0,4.0
3996,4.0,4.7,5.0
3997,2.0,3.0,3.0
3998,4.0,3.0,3.7
3999,3.7,4.0,4.0
4000,4.0,4.3,4.0
4001,4.0,5.0,4.7
4002,2.0,3.0,3.0
4003,3.0,3.0,3.3
4004,4.0,5.0,4.7
4005,3.7,4.0,5.0
4006,3.3,3.0,4.0
4007,3.7,4.0,4.3
4008,3.0,3.0,3.3
4009,3.7,3.0,3.0
4010,3.3,4.0,3.7
4011,4.0,3.0,2.0
4012,4.0,3.7,5.0
4013,5.0,5.0,5.0
4014,3.0,4.0,5.0
4015,3.3,4.0,4.0
4016,4.7,5.0,4.7
4017,4.0,5.0,5.0
4018,4.0,4.0,4.0
4019,3.3,4.0,3.7
4020,3.3,4.0,5.0
4021,4.0,5.0,5.0
4022,4.3,4.0,4.0
4023,3.0,3.0,3.0
4024,3.7,4.0,3.7
4025,4.0,5.0,3.0
4026,4.3,4.0,3.0
4027,3.3,5.0,4.0
4028,3.0,4.7,4.3
4029,3.3,4.0,4.0
4030,3.3,4.3,4.3
4031,2.0,3.0,3.0
4032,4.0,5.0,5.0
4033,3.0,4.0,4.0
4034,3.3,4.0,3.3
4035,4.0,4.7,4.3
4036,4.0,5.0,4.0
4037,3.7,3.0,3.3
4038,2.0,4.0,3.3
4039,4.7,5.0,4.0
4040,3.0,3.0,3.0
4041,3.0,4.0,4.0
4042,2.3,4.0,4.0
4043,3.3,3.0,3.3
4044,4.0,5.0,5.0
4045,3.3,3.0,3.3
4046,4.0,4.7,4.0
4047,4.0,3.0,3.3
4048,4.0,4.7,4.3
4049,4.0,4.0,4.7
4050,3.0,4.0,3.0
4051,3.3,4.0,4.0
4052,4.0,3.0,3.0
4053,4.3,4.7,4.7
4054,5.0,4.0,4.0
4055,2.3,2.0,2.3
4056,4.0,5.0,5.0
4057,3.3,4.7,4.3
4058,3.0,4.7,4.7
4059,3.3,4.0,4.0
4060,3.0,4.0,4.0
4061,3.3,4.0,3.0
4062,4.0,5.0,4.0
4063,3.3,4.7,4.3
4064,3.3,4.0,4.0
4065,3.0,4.7,4.7
4066,5.0,4.7,5.0
4067,4.0,5.0,5.0
4068,4.0,4.0,3.7
4069,3.3,3.0,3.3
4070,3.7,3.0,4.0
4071,4.0,4.3,4.0
4072,4.0,4.3,4.0
4073,3.0,3.7,3.0
4074,3.0,5.0,4.0
4075,4.0,4.7,3.0
4076,2.0,3.3,3.7
4077,4.0,4.7,5.0
4078,4.0,5.0,4.0
4079,4.0,3.7,4.0
4080,3.0,3.0,3.0
4081,3.3,3.0,4.0
4082,3.7,4.0,3.0
4083,4.0,3.0,2.0
4084,4.0,4.0,4.0
4085,3.3,4.0,4.7
4086,5.0,4.0,4.7
4087,3.3,4.0,4.0
4088,4.0,3.0,3.0
4089,5.0,5.0,4.0
4090,5.0,5.0,5.0
4091,4.0,4.0,5.0
4092,3.3,4.0,3.7
4093,3.0,3.3,4.0
4094,4.0,5.0,4.3
4095,3.0,4.0,5.0
4096,3.7,3.0,3.3
4097,5.0,4.7,3.7
4098,4.0,5.0,5.0
4099,4.0,4.7,5.0
4100,3.0,2.3,3.0
4101,4.0,4.0,3.0
4102,3.0,3.0,3.3
4103,3.0,3.0,3.3
4104,3.3,4.0,5.0
4105,3.7,4.0,3.7
4106,4.0,5.0,3.0
4107,4.0,5.0,4.7
4108,3.0,3.3,3.0
4109,4.0,3.0,4.7
4110,4.0,4.3,4.7
4111,2.7,4.0,4.3
4112,4.0,3.0,2.7
4113,3.0,3.0,3.0
4114,4.0,3.0,3.3
4115,4.0,5.0,4.7
4116,4.0,4.7,5.0
4117,3.0,4.0,4.0
4118,3.0,4.0,4.3
4119,3.7,4.3,4.7
4120,3.0,3.7,4.0
4121,4.0,4.0,4.0
4122,5.0,4.7,4.0
4123,4.0,4.7,3.7
4124,4.0,3.0,4.0
4125,5.0,5.0,5.0
4126,4.0,5.0,5.0
4127,3.0,4.7,4.3
4128,3.0,3.0,4.0
4129,3.0,3.0,3.0
4130,4.0,4.0,4.0
4131,3.3,4.0,3.0
4132,3.0,2.0,4.0
4133,3.7,4.0,3.0
4134,4.0,4.0,3.7
4135,4.0,4.3,4.0
4136,3.0,3.3,3.0
4137,4.0,4.0,5.0
4138,3.0,4.0,4.0
4139,4.7,3.0,4.0
4140,4.0,5.0,4.7
4141,4.0,4.0,5.0
4142,3.3,3.3,3.0
4143,3.3,2.0,3.0
4144,4.0,5.0,4.7
4145,3.0,4.0,3.7
4146,4.0,3.0,3.0
4147,4.0,5.0,4.7
4148,3.3,4.0,3.7
4149,4.0,5.0,4.3
4150,4.0,4.0,4.3
4151,3.7,3.7,3.0
4152,4.0,5.0,4.0
4153,3.3,4.0,4.0
4154,4.3,4.0,4.7
4155,3.0,4.0,3.7
4156,3.0,4.0,4.0
4157,3.3,4.0,4.0
4158,3.7,3.0,2.7
4159,3.3,3.0,4.0
4160,4.0,4.0,5.0
4161,3.3,5.0,4.7
4162,3.0,4.0,4.0
4163,4.0,4.0,4.3
4164,3.3,4.0,4.3
4165,4.0,3.0,3.0
4166,4.0,4.7,4.0
4167,4.7,3.7,4.3
4168,4.3,5.0,4.0
4169,4.0,4.0,4.0
4170,4.0,5.0,5.0
4171,3.7,3.3,4.0
4172,3.0,4.0,3.0
4173,4.0,2.7,3.3
4174,3.3,4.0,5.0
4175,4.0,4.0,4.0
4176,5.0,5.0,4.0
4177,3.0,4.0,4.0
4178,2.0,3.0,3.0
4179,3.0,3.0,4.0
4180,4.0,5.0,4.0
4181,4.7,5.0,4.3
4182,4.0,4.0,4.0
4183,3.0,3.0,4.0
4184,5.0,4.0,3.0
4185,3.3,4.0,4.0
4186,3.3,4.0,4.0
4187,4.0,4.0,5.0
4188,4.0,4.0,4.0
4189,3.3,5.0,4.0
4190,2.7,4.0,4.0
4191,4.0,3.0,3.0
4192,3.0,3.0,3.0
4193,3.7,4.7,4.7
4194,4.0,5.0,5.0
4195,3.3,5.0,4.0
4196,3.0,3.0,3.0
4197,4.0,4.0,4.0
4198,3.3,3.0,3.0
4199,4.3,4.7,5.0
4200,4.0,3.0,4.0
4201,5.0,5.0,5.0
4202,4.0,4.0,4.0
4203,4.0,3.7,3.3
4204,3.0,4.0,5.0
4205,3.0,3.0,3.0
4206,3.0,4.0,3.7
4207,5.0,3.0,3.0
4208,3.0,3.0,3.0
4209,4.0,4.7,4.0
4210,4.3,2.0,4.0
4211,4.3,4.0,3.3
4212,4.0,5.0,4.0
4213,3.0,4.3,4.0
4214,4.3,4.0,3.0
4215,4.0,5.0,4.0
4216,3.3,4.0,4.0
4217,3.3,3.7,5.0
4218,3.3,5.0,4.3
4219,4.0,4.0,4.0
4220,4.0,4.0,4.3
4221,3.7,4.0,4.7
4222,4.7,5.0,4.3
4223,4.0,4.3,4.3
4224,3.0,3.7,3.7
4225,3.0,3.0,3.0
4226,3.0,4.3,5.0
4227,4.7,3.7,4.0
4228,3.7,4.0,4.0
4229,4.0,5.0,5.0
4230,3.7,3.3,3.7
4231,4.0,4.0,3.0
4232,3.7,4.0,3.3
4233,3.3,4.3,3.3
4234,4.0,3.3,4.0
4235,5.0,4.0,5.0
4236,3.0,4.0,4.0
4237,3.0,4.3,4.0
4238,5.0,5.0,4.3
4239,4.3,3.7,4.3
4240,4.0,3.7,3.0
4241,4.3,4.0,4.7
4242,4.7,4.7,4.3
4243,3.3,4.0,4.0
4244,4.0,4.0,4.3
4245,5.0,4.0,4.7
4246,4.0,4.0,3.0
4247,4.0,5.0,5.0
4248,4.0,4.0,4.0
4249,3.0,3.0,3.0
4250,4.0,4.7,4.3
4251,4.0,4.0,4.0
4252,4.0,4.0,4.3
4253,3.0,5.0,5.0
4254,2.7,2.7,2.7
4255,3.0,4.3,4.3
4256,3.0,3.0,3.0
4257,3.3,3.3,3.0
4258,4.3,4.3,3.7
4259,3.3,4.0,4.0
4260,4.0,4.3,3.3
4261,4.0,4.3,4.0
4262,4.0,3.7,4.0
4263,4.0,5.0,4.7
4264,3.7,3.3,3.0
4265,3.0,3.0,4.0
4266,3.0,3.0,2.7
4267,4.0,4.0,5.0
4268,3.7,4.3,4.3
4269,3.7,3.0,4.0
4270,4.0,3.3,4.0
4271,2.0,3.0,3.0
4272,4.7,4.0,4.3
4273,3.7,4.0,5.0
4274,3.0,3.3,3.3
4275,4.0,5.0,4.3
4276,4.0,5.0,5.0
4277,4.0,3.7,4.0
4278,3.0,3.0,3.7
4279,4.0,2.7,3.3
4280,4.0,3.0,3.3
4281,3.0,3.0,3.0
4282,4.0,3.7,4.3
4283,4.0,4.0,3.0
4284,4.0,5.0,5.0
4285,3.0,4.0,4.0
4286,4.0,4.0,4.0
4287,4.0,3.0,3.0
4288,3.0,4.0,4.0
4289,4.0,4.0,4.0
4290,4.0,3.0,2.3
4291,4.0,4.0,4.0
4292,5.0,4.0,4.0
4293,4.0,5.0,5.0
4294,4.0,5.0,5.0
4295,3.7,3.0,2.0
4296,3.0,3.0,3.0
4297,4.0,4.0,4.0
4298,4.0,3.0,3.0
4299,4.0,5.0,5.0
4300,3.7,5.0,3.0
4301,3.3,3.0,4.0
4302,3.3,4.0,4.0
4303,3.7,4.0,4.7
4304,4.0,4.7,4.0
4305,2.0,4.0,3.0
4306,3.0,3.0,2.0
4307,4.0,4.0,4.0
4308,3.0,4.0,4.0
4309,3.3,4.0,3.7
4310,4.0,4.0,4.0
4311,3.3,2.0,3.7
4312,4.3,5.0,4.7
4313,3.7,4.0,3.0
4314,5.0,4.0,4.0
4315,4.3,5.0,4.7
4316,3.0,4.0,3.0
4317,3.0,3.7,3.7
4318,3.7,2.3,3.0
4319,3.0,5.0,4.0
4320,4.7,3.0,2.7
4321,4.0,3.0,2.3
4322,4.3,4.0,3.7
4323,4.0,3.3,4.0
4324,4.0,3.3,4.0
4325,3.0,4.3,5.0
4326,3.7,4.0,4.0
4327,3.3,3.0,3.0
4328,4.0,5.0,4.0
4329,4.0,5.0,5.0
4330,4.0,3.0,4.0
4331,3.0,5.0,4.0
4332,3.7,3.0,3.0
4333,3.0,5.0,5.0
4334,4.0,4.0,5.0
4335,3.0,4.0,4.0
4336,4.7,2.3,3.0
4337,4.0,3.7,3.7
4338,3.7,4.0,4.0
4339,3.0,3.3,4.3
4340,4.0,4.7,4.0
4341,2.0,3.0,3.0
4342,4.0,4.0,4.0
4343,3.0,3.0,3.0
4344,3.0,4.0,3.0
4345,3.0,3.7,3.3
4346,3.0,4.0,3.0
4347,4.3,3.0,3.0
4348,4.0,3.0,4.0
4349,4.0,4.3,4.0
4350,5.0,5.0,5.0
4351,4.7,5.0,5.0
4352,4.0,4.0,4.3
4353,5.0,4.3,3.3
4354,4.0,4.3,4.0
4355,4.0,4.0,4.3
4356,4.7,4.3,4.0
4357,4.7,4.7,4.7
4358,3.0,3.3,3.0
4359,3.0,3.7,3.7
4360,3.7,3.3,3.0
4361,4.0,4.0,4.0
4362,3.3,4.0,3.0
4363,4.0,3.0,4.0
4364,4.0,5.0,5.0
4365,3.0,4.7,4.7
4366,5.0,4.3,4.3
4367,3.0,4.0,4.7
4368,4.0,3.0,2.0
4369,3.0,4.7,4.7
4370,5.0,4.3,4.0
4371,3.7,4.7,4.7
4372,4.0,3.3,5.0
4373,3.0,3.7,4.0
4374,3.0,5.0,4.3
4375,4.7,3.0,4.0
4376,3.0,3.7,3.3
4377,3.0,4.0,3.7
4378,3.0,2.7,4.0
4379,4.7,5.0,4.7
4380,4.7,4.3,4.3
4381,5.0,4.3,4.0
4382,4.0,3.0,3.3
4383,3.0,4.0,4.0
4384,3.7,3.0,3.0
4385,4.7,5.0,4.0
4386,3.0,4.0,3.3
4387,4.0,4.0,4.0
4388,4.0,4.7,4.0
4389,3.3,4.7,5.0
4390,4.0,4.3,4.7
4391,3.7,3.3,3.3
4392,3.0,3.7,3.0
4393,3.0,3.0,3.0
4394,3.7,4.0,3.7
4395,3.0,4.0,4.0
4396,3.3,3.7,3.0
4397,3.7,4.0,4.0
4398,4.0,3.3,3.3
4399,4.0,4.7,4.0
4400,4.0,3.3,3.7
4401,4.7,3.7,2.3
4402,4.0,3.0,3.0
4403,3.0,4.3,4.3
4404,4.0,4.3,4.0
4405,3.0,3.0,2.0
4406,3.7,3.0,4.7
4407,4.0,3.0,3.3
4408,3.7,4.0,4.0
4409,4.0,4.7,4.7
4410,3.0,3.0,3.7
4411,3.0,3.0,3.0
4412,4.3,4.3,4.3
4413,2.0,4.7,4.3
4414,3.7,4.7,4.0
4415,4.3,5.0,4.7
4416,3.7,3.0,3.0
4417,3.0,5.0,5.0
4418,3.0,3.0,3.0
4419,3.7,4.0,3.0
4420,3.7,4.0,4.0
4421,3.0,4.0,3.7
4422,4.0,3.3,3.0
4423,3.0,4.3,4.0
4424,5.0,5.0,5.0
4425,4.3,5.0,4.7
4426,4.0,5.0,5.0
4427,3.0,4.0,5.0
4428,3.0,4.0,3.0
4429,3.0,3.0,3.0
4430,4.3,4.0,3.0
4431,3.0,4.3,4.0
4432,3.3,4.0,4.0
4433,3.7,4.0,4.0
4434,4.0,5.0,4.0
4435,4.0,3.0,4.0
4436,3.7,4.0,4.0
4437,3.3,4.0,4.0
4438,4.7,4.7,4.7
4439,3.0,4.0,5.0
4440,3.0,4.0,3.0
4441,3.0,3.0,3.7
4442,3.3,4.0,3.0
4443,3.0,4.0,3.7
4444,4.7,4.0,3.0
4445,3.7,3.7,4.3
4446,4.3,4.3,5.0
4447,3.0,3.7,5.0
4448,4.0,3.0,3.0
4449,4.0,5.0,4.7
4450,4.0,4.7,5.0
4451,4.0,5.0,5.0
4452,4.7,5.0,4.7
4453,4.0,4.0,4.0
4454,4.3,4.3,4.0
4455,3.0,5.0,4.0
4456,4.0,5.0,3.7
4457,3.7,4.3,4.3
4458,2.7,4.0,3.7
4459,3.7,3.7,3.0
4460,4.7,4.3,4.3
4461,4.0,4.3,4.0
4462,4.0,4.7,4.0
4463,4.0,5.0,4.7
4464,3.0,4.7,4.0
4465,3.3,4.0,3.3
4466,2.0,3.3,3.0
4467,4.0,3.3,3.3
4468,3.0,4.7,4.0
4469,4.3,5.0,4.0
4470,3.0,3.0,4.0
4471,4.0,5.0,4.7
4472,3.0,3.0,3.0
4473,3.7,4.0,4.0
4474,4.0,3.3,4.0
4475,4.3,4.0,4.0
4476,3.0,4.3,4.0
4477,3.0,4.0,4.0
4478,2.0,3.7,3.0
4479,4.0,4.7,4.0
4480,4.7,4.0,4.0
4481,3.3,3.0,4.0
4482,3.0,5.0,5.0
4483,4.0,4.0,4.0
4484,3.0,3.0,3.0
4485,4.3,4.7,3.7
4486,4.0,4.3,3.7
4487,4.0,4.0,4.3
4488,2.0,3.0,3.3
4489,5.0,3.0,4.0
4490,4.0,5.0,5.0
4491,4.0,4.3,4.0
4492,3.0,4.0,4.0
4493,3.0,4.0,4.0
4494,3.0,4.7,4.0
4495,3.7,5.0,4.7
4496,3.0,3.0,4.0
4497,4.0,4.3,4.3
4498,3.0,3.0,4.0
4499,3.7,3.0,4.0
4500,3.0,3.0,4.0
4501,3.0,3.0,4.0
